$2,2.49999e+00,2.49999e+00,7.06875e-02,7.06875e-02
b,2.83333e-03,3.36000e+00,2.83333e-03,3.36000e+00
$1,7.00644e-03,7.24932e-03,7.01504e-03,1.19445e+00
$3,6.80000e+00,2.00871e-02,6.80000e+00,2.00871e-02
out,2.80258e-03,2.89973e-03,2.80601e-03,4.77779e-01
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
