out,8.00682e-03,8.23534e-03,8.06458e-03,2.69162e+00
$2,2.08125e+00,2.08125e+00,2.72108e-02,2.72108e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,2.87336e+00,5.06486e-02,2.87336e+00,5.06486e-02
$1,2.00170e-02,2.05883e-02,2.01615e-02,6.72906e+00
