out,8.01193e-03,8.19072e-03,8.22708e-03,2.71344e+00
$2,2.23727e+00,2.23727e+00,5.07775e-02,5.07775e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.09932e+00,4.04448e-03,2.09932e+00,4.04448e-03
$1,2.00298e-02,2.04768e-02,2.05677e-02,6.78361e+00
