$2,2.09959e+00,2.09959e+00,4.02670e-03,4.02670e-03
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
$1,2.00036e-02,2.00894e-02,2.00294e-02,3.95649e+00
$3,2.87336e+00,5.06486e-02,2.87336e+00,5.06486e-02
out,8.00145e-03,8.03577e-03,8.01175e-03,1.58260e+00
a,2.83333e-03,2.83333e-03,3.36000e+00,3.36000e+00
