out,1.20156e-03,1.21778e-03,1.20540e-03,1.19587e-01
$2,2.49997e+00,2.49997e+00,7.01134e-02,7.01134e-02
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
a,2.60000e-03,2.60000e-03,8.80000e+00,8.80000e+00
$3,3.89999e+00,1.00000e-02,3.89999e+00,1.00000e-02
$1,3.00390e-03,3.04444e-03,3.01349e-03,2.98967e-01
