out,8.00960e-03,8.85551e-03,8.03446e-03,1.45578e+00
$2,9.33231e-01,9.33231e-01,7.17906e-02,7.17906e-02
b,2.83333e-03,3.36000e+00,2.83333e-03,3.36000e+00
a,2.50000e-02,2.50000e-02,3.10000e-01,3.10000e-01
$3,2.09959e+00,4.02670e-03,2.09959e+00,4.02670e-03
$1,2.00240e-02,2.21388e-02,2.00862e-02,3.63946e+00
