out,8.00631e-03,8.10559e-03,8.10757e-03,2.63440e+00
$2,3.80000e+00,3.80000e+00,8.24924e-02,8.24924e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
$1,2.00158e-02,2.02640e-02,2.02689e-02,6.58599e+00
