$2,2.00503e-02,3.96774e+00,2.00153e-02,2.00153e-02
$1,1.18062e-01,1.05189e-01,3.77161e+00,1.05203e-01
a,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
b,2.83333e-03,2.83333e-03,3.36000e+00,3.36000e+00
$3,2.49637e+00,5.06475e-02,5.04837e-02,5.01837e-02
out,5.52448e-02,1.62917e+00,1.51665e+00,5.00872e-02
