out,2.80180e-03,2.80602e-03,2.83180e-03,4.81281e-01
$2,6.80000e+00,6.80000e+00,2.00281e-02,2.00281e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,3.77065e+00,7.01951e-02,3.77065e+00,7.01951e-02
$1,7.00450e-03,7.01504e-03,7.07950e-03,1.20320e+00
