$2,2.49997e+00,2.49997e+00,7.01134e-02,7.01134e-02
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
$1,2.00049e-02,2.00500e-02,2.00864e-02,3.67354e+00
$3,2.09995e+00,4.01255e-03,2.09995e+00,4.01255e-03
out,8.00195e-03,8.01998e-03,8.03454e-03,1.46942e+00
a,2.60000e-03,2.60000e-03,8.80000e+00,8.80000e+00
