out,8.00671e-03,8.22697e-03,8.06689e-03,2.71401e+00
$2,2.09972e+00,2.09972e+00,3.01033e-03,3.01033e-03
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,1.30000e-03,1.30000e-03,4.40000e+00,4.40000e+00
$3,2.87336e+00,5.06486e-02,2.87336e+00,5.06486e-02
$1,2.00168e-02,2.05674e-02,2.01672e-02,6.78502e+00
