out,8.01192e-03,8.19073e-03,8.22680e-03,2.71346e+00
$2,2.23727e+00,2.23727e+00,5.07775e-02,5.07775e-02
b,1.30000e-03,4.40000e+00,1.30000e-03,4.40000e+00
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.09995e+00,4.01255e-03,2.09995e+00,4.01255e-03
$1,2.00298e-02,2.04768e-02,2.05670e-02,6.78365e+00
