out,8.00201e-03,8.03666e-03,8.02001e-03,1.47694e+00
$2,2.06649e+00,2.06649e+00,3.04491e-03,3.04491e-03
b,2.60000e-03,8.80000e+00,2.60000e-03,8.80000e+00
a,8.20000e-03,8.20000e-03,2.50000e+00,2.50000e+00
$3,2.49997e+00,7.01134e-02,2.49997e+00,7.01134e-02
$1,2.00050e-02,2.00916e-02,2.00500e-02,3.69235e+00
