out,1.60150e-03,1.60679e-03,1.61639e-03,4.14490e-01
$2,3.89969e+00,3.89969e+00,1.00000e-02,1.00000e-02
b,3.40000e-03,2.80000e+00,3.40000e-03,2.80000e+00
a,2.83333e-03,2.83333e-03,3.36000e+00,3.36000e+00
$3,2.87336e+00,5.06486e-02,2.87336e+00,5.06486e-02
$1,4.00375e-03,4.01697e-03,4.04097e-03,1.03623e+00
